GENE	CHROM POSITION	library_15
LOC101749135	1_154829069_154832956	0.00000
LOC101749136	Un_14559207_14560050	0.00000
LOC101749137	Un_10279733_10281277	0.44641
LOC101749138,ZNF432	2_372543_405379	12.68100
LOC101749139	2_12522246_12553122	0.00000
LOC101749140	Un_19576838_19577708	0.00000
LOC101749141	Un_2074674_2075614	0.00000
LOC101749142	Un_15527916_15528250	1398.70000
LOC101749143	Un_17235058_17236253	0.00000
LOC101749144	3_2395736_2396871	0.00000
LOC101749145	3_80455028_80465726	0.00000
LOC101749146	5_27643926_27668766	0.36600
LOC101749147	6_8573448_8583045	1.05668
LOC101749148	6_25426718_25500962	0.22511
LOC101749149	6_33060252_33074814	0.00000
LOC101749150,TMOD2	10_8533449_8568258	0.00000
LOC101749151	13_9829565_9866207	0.00000
LOC101749152	20_732132_733135	0.41158
LOC101749153	20_3854125_3860606	0.46876
LOC101749154	4_83169873_83173847	0.00000
LOC101749155	4_87834091_87842165	0.00000
LOC101749156	20_10205453_10207950	0.00000
LOC101749158	6_random_48582_49301	0.00000
LOC101749159	Un_31413318_31413992	0.00000
LOC101749161	Un_2273848_2274525	239.03500
LOC101749162	2_4816321_4824110	0.00000
LOC101749163	2_67690200_67697423	0.29692
LOC101749164	2_104843657_104871855	0.00000
LOC101749165	2_126543155_126544260	0.00000
LOC101749166	3_62998148_63001268	0.00000
LOC101749167	4_7099209_7100263	0.00000
LOC101749168	7_19964963_19966422	0.00000
LOC101749170	10_11513940_11521955	0.00000
LOC101749171	10_16351231_16360013	0.00000
LOC101749172	10_18903290_18918945	0.00000
LOC101749173	17_6940697_6945129	0.31587
LOC101749174	3_34081542_34086761	0.00000
LOC101749175	19_6716612_6772437	15.56920
LOC101749176	21_3717170_3719385	3.43241
LOC101749177	8_13474854_13481377	0.00000
LOC101749178	24_3285167_3302184	0.00000
LOC101749179	Z_10649384_10653522	0.00000
LOC101749180	1_70620716_70623370	0.30126
LOC101749181	Z_34312973_34331686	0.00000
LOC101749182	1_77295127_77296180	0.00000
LOC101749183	Z_67801516_67811832	0.00605
LOC101749184	2_random_60210_62152	14.28060
LOC101749185	Un_69318_70883	1.93289
LOC101749186	2_12638751_12733035	0.00000
LOC101749187	Un_29067785_29068777	0.00000
LOC101749188	Un_12224723_12225787	0.00000
LOC101749189	Un_6471032_6471881	0.00000
LOC101749190	Un_3018374_3019334	0.00000
LOC101749191	3_2399347_2403030	0.71835
LOC101749192	3_80691604_80695732	0.00000
LOC101749193	4_41701473_41738702	0.00000
LOC101749194	6_8589057_8591785	0.00000
LOC101749195	6_33074960_33082323	0.00000
LOC101749196	13_3254439_3262087	0.00000
LOC101749197	1_116324915_116332891	0.00736
LOC101749198	15_7194347_7297833	0.00000
LOC101749199	4_83303522_83316413	0.00000
LOC101749200	21_2115397_2119709	2.11593
LOC101749201	23_2181658_2182701	2.49624
LOC101749202	28_1046634_1046980	0.00000
LOC101749203,LOC101749548	W_3934_8718	0.00000
LOC101749204	Z_44238651_44244593	0.00000
LOC101749205	1_150828810_150846657	0.00000
LOC101749206	6_random_29394_31280	1.54989
LOC101749207	1_161005154_161017846	0.00000
LOC101749208	2_374496_375774	1.02061
LOC101749209	Un_34163318_34165185	0.00000
LOC101749210	2_28730068_28745967	0.00000
LOC101749211	2_105254418_105296765	0.00000
LOC101749212	2_128509920_128511021	0.00000
LOC101749213	4_7561361_7578256	0.00000
LOC101749214	4_30830007_30835222	0.00000
LOC101749215	10_11540827_11546184	0.00000
LOC101749216	13_9815113_9817499	0.00000
LOC101749219	9_2923886_2928170	0.00000
LOC101749220	24_5776529_5783836	0.00000
LOC101749222	LGE22C19W28_E50C23_random_602684_609512	0.00000
LOC101749223	Un_4767187_4768184	32.65680
LOC101749224	Un_25318345_25319980	1.99899
LOC101749225	2_12747066_12759136	0.45232
LOC101749226	Un_17448225_17448957	32.07750
LOC101749227	Un_29938663_29941536	0.00000
LOC101749228	4_41843183_41920189	0.00000
LOC101749230	5_45533120_45561851	2.26994
LOC101749231	6_33088021_33089511	0.00000
LOC101749233	15_7312317_7321495	0.00000
LOC101749235	4_72981838_72983751	0.00000
LOC101749236	4_83392125_83398914	0.00000
LOC101749238	1_47943784_47944228	7.98598
LOC101749239	Z_26104644_26108926	0.00000
LOC101749240	Z_32586634_32594190	0.00000
LOC101749241	1_97524834_97527352	0.00000
LOC101749242	Z_67822966_67832683	0.00638
LOC101749243	2_random_478794_479366	7.39864
LOC101749244	1_150998470_151003412	0.00000
LOC101749245	Un_13592773_13593373	7.47654
LOC101749246	Un_23801942_23802893	0.00000
LOC101749247	Un_17171444_17172172	5.02107
LOC101749248	Un_14823516_14824556	19.39470
LOC101749249	2_105414281_105428395	0.00000
LOC101749250	3_66783360_66788499	1.88893
LOC101749251	4_7528513_7558075	0.00000
LOC101749252	9_16638746_16645987	0.62933
LOC101749253	10_16451966_16496725	0.06680
LOC101749254	10_18954303_18956154	0.00000
LOC101749255	12_17116120_17117376	0.00000
LOC101749256	1_116322053_116324854	0.00000
LOC101749257	14_13654346_13656176	0.00000
LOC101749258	4_79107147_79111455	0.00000
LOC101749259	27_726617_727315	0.00000
LOC101749260	1_20069170_20071467	0.37135
LOC101749261	Z_53653588_53654697	0.00000
LOC101749262	LGE22C19W28_E50C23_793206_807737	0.00000
LOC101749263	Un_34479451_34480598	0.00000
LOC101749264	2_1275593_1277216	0.00000
LOC101749265	Un_25689448_25690313	44.67440
LOC101749266	Un_3880345_3881420	1.68703
LOC101749267,LOC776801	Un_31956772_31964410	0.91295
LOC101749268,RHOG	4_2224129_2236324	38.96830
LOC101749269	4_30825453_30828614	0.17082
LOC101749270	4_42037756_42063067	0.44380
LOC101749271	6_33115958_33129283	0.00000
LOC101749272	9_20546555_20560696	0.02550
LOC101749273	10_9836878_9839843	1.14999
LOC101749274	11_2609089_2624555	0.00000
LOC101749275	11_10919526_10923451	12.54940
LOC101749276	15_7323685_7326127	0.00000
LOC101749277	3_54529970_54534026	0.00000
LOC101749278	4_67964735_67965875	0.00000
LOC101749279	20_3939773_3951547	0.03544
LOC101749280	4_83399146_83399716	0.00000
LOC101749281	1_38234816_38240998	0.13501
LOC101749282	1_49805823_49809138	0.00000
LOC101749283	Z_26377467_26384429	0.00000
LOC101749284	1_79633639_79652030	0.00000
LOC101749285	1_88335752_88354154	0.91112
LOC101749286	2_random_468303_484753	0.06902
LOC101749287	18_random_101394_113481	0.00000
LOC101749288	Un_27499182_27501007	0.00000
LOC101749289	Un_29941644_29942067	0.00000
LOC101749290	2_105534498_105537661	0.00000
LOC101749291	3_66793121_66798819	0.00000
LOC101749292	4_7960715_7975821	0.00000
LOC101749293	10_19063211_19067309	0.00000
LOC101749294	19_6709330_6712112	0.00000
LOC101749295	Un_14770247_14770706	49.02140
LOC101749296	Un_24138789_24139689	27.10690
LOC101749297	Un_22052545_22054167	0.00000
LOC101749298	2_28873908_28875760	0.00000
LOC101749299	Un_31526947_31528253	1.75860
LOC101749301	3_92975009_93064942	0.18609
LOC101749302	4_42597607_42600185	0.14378
LOC101749303	5_16414073_16414859	0.00000
LOC101749304	11_2659572_2664318	0.00000
LOC101749305	1_116443629_116451058	0.00000
LOC101749306	15_7416701_7420634	0.00000
LOC101749307	20_3969357_3971201	0.30994
LOC101749308	8_26687413_26687530	0.00000
LOC101749309	27_736415_737914	0.00000
LOC101749310	1_38248668_38251674	0.00000
LOC101749311	1_88378931_88384384	0.00000
LOC101749312	Z_67099772_67108829	0.83919
LOC101749313	Un_4759315_4760182	0.00000
LOC101749314	2_364210_364558	7.57287
LOC101749315	Un_16174864_16175826	1.34272
LOC101749316	Un_9869510_9869882	116.32300
LOC101749317	Un_17289454_17293793	0.00000
LOC101749318	3_8756200_8765270	0.00000
LOC101749319	6_201916_207073	0.00000
LOC101749320	7_17965376_17969477	0.00000
LOC101749321	10_1235068_1311966	0.03195
LOC101749322	11_18310062_18310848	24.75180
LOC101749323	12_4980656_4985784	0.00000
LOC101749324	13_3295645_3304105	0.00000
LOC101749325	2_89080298_89091150	9.17976
LOC101749326	20_12007564_12011207	0.12956
LOC101749327	Z_1743633_1749130	0.00000
LOC101749328	2_random_459381_459732	0.00000
LOC101749329	Un_34938070_34939471	0.00000
LOC101749330	Un_7231170_7231655	0.00000
LOC101749331	2_17400860_17404091	0.00000
LOC101749332	2_43872775_43875277	0.00000
LOC101749333	Un_33468340_33469677	354.30700
LOC101749334	2_126692655_126696136	0.53759
LOC101749335	3_57477710_57481457	0.00000
LOC101749336	5_5827783_5830339	0.00000
LOC101749337	7_35339600_35348112	0.00000
LOC101749338	1_109596936_109600615	0.32492
LOC101749339	1_116612491_116619289	0.00000
LOC101749340	26_702689_753652	6.48341
LOC101749341	15_7477838_7478696	0.00000
LOC101749342	3_95611681_95644717	0.08486
LOC101749343	28_233208_235991	0.00000
LOC101749344	28_1090418_1092600	2.62163
LOC101749345	1_88513493_88521389	0.00000
LOC101749346	Z_67859104_67870870	0.00454
LOC101749347	Un_36322099_36323570	0.00000
LOC101749348	Un_3633397_3635268	20.95020
LOC101749349	2_1616423_1618515	0.00000
LOC101749350	2_4934448_4939759	0.23978
LOC101749351	Un_31895639_31896277	57.02360
LOC101749352	Un_26943644_26952733	8.67915
LOC101749353	Un_15790120_15791724	11.50920
LOC101749354	Un_31396026_31397223	35.24930
LOC101749355	Un_3942147_3943085	0.00000
LOC101749356	Un_16177899_16179738	0.42457
LOC101749357	Un_35911927_35913626	2.25029
LOC101749359	11_11638325_11641271	0.00000
LOC101749360	21_6516649_6517299	75.22890
LOC101749361	1_1206225_1221547	0.30647
LOC101749362	1_30663358_30693988	0.15499
LOC101749363	Z_44551737_44556176	0.39483
LOC101749364	Un_1491912_1496670	3.79936
LOC101749365	Un_11679268_11680556	2.65494
LOC101749366	2_43923473_43931277	0.00000
LOC101749367	Un_9871750_9873774	37.00600
LOC101749368	2_127041779_127055272	0.09899
LOC101749369	6_11635327_11637252	0.00000
LOC101749370	7_35359632_35364815	0.00000
LOC101749371	17_6948213_6950310	0.00000
LOC101749372,LOC421441	3_29662665_29675269	48.68000
LOC101749373	3_47274622_47276929	0.00000
LOC101749374	1_88786928_88799272	0.00000
LOC101749375	1_97655251_97696738	0.05786
LOC101749376	2_random_199839_230450	1.27010
LOC101749377	Un_33138082_33141534	61.88100
LOC101749378	Un_34026977_34027868	0.00000
LOC101749379	2_39198115_39203702	0.00000
LOC101749380	Un_20694611_20695432	255.38900
LOC101749381	4_51539037_51544948	0.00000
LOC101749382	5_33765459_33770581	0.15673
LOC101749383	24_391541_392955	0.00000
LOC101749385	1_6246895_6256918	0.00000
LOC101749386	1_38998979_39002311	0.00000
LOC101749388	1_71323533_71382821	0.99617
LOC101749389	1_124382018_124389945	0.00000
LOC101749390	Z_67877995_67888935	0.00563
LOC101749391	1_151702356_151708137	0.00000
LOC101749392	1_180217681_180219063	0.00000
LOC101749393	Un_29555394_29556356	0.00000
LOC101749394	Un_29576700_29578023	0.58774
LOC101749395	2_5041364_5060105	0.00000
LOC101749396	Un_30571926_30573414	12.58580
LOC101749397	Un_11040554_11047897	0.00000
LOC101749398	Un_34224033_34225112	4.71591
LOC101749399	2_51158976_51165267	0.00000
LOC101749400	Un_11465912_11467251	51.26220
LOC101749401	2_118826149_118857746	0.00000
LOC101749402	2_140576148_140576969	3.19807
LOC101749403	3_66929361_66930106	0.00000
LOC101749404	6_11613872_11615752	1.38051
LOC101749405	7_12016423_12032490	0.06566
LOC101749406	7_35369154_35403096	0.00000
LOC101749407	9_20830044_20836133	0.00000
LOC101749408	3_54750929_54772650	0.00000
LOC101749409,LOC101749480	W_1897_3759	0.00000
LOC101749410	1_88922379_88924063	0.99982
LOC101749411	1_97728775_97731667	0.00000
LOC101749412	LGE64_766216_767198	0.00000
LOC101749413	Un_18629574_18633576	2.04896
LOC101749414	Un_17651668_17653535	54.27250
LOC101749415,LOC420374	2_558123_564701	53.64260
LOC101749416	2_39209617_39316332	0.00000
LOC101749417	Un_13557245_13558803	41.64350
LOC101749418	Un_35638652_35639114	0.00000
LOC101749419	4_4020685_4029231	7.19752
LOC101749420	4_34759242_34778275	0.00000
LOC101749421	4_51569398_51588090	0.00000
LOC101749422	6_25700838_25709830	0.45112
LOC101749423	6_33669446_33680828	0.09180
LOC101749424	8_4316920_4437669	5.62690
LOC101749426	12_8532581_8540028	4.14230
LOC101749427	18_7556767_7559453	0.00000
LOC101749428	3_95821811_95837231	0.00000
LOC101749429	4_64590322_64591485	0.00000
LOC101749430	20_10433464_10433675	258.39300
LOC101749431	9_3417246_3419950	0.00000
LOC101749432	24_5987695_5991446	0.00000
LOC101749433	1_20134009_20137827	0.65515
LOC101749434	1_38966661_38986324	0.00000
LOC101749435	28_400384_402951	0.00000
LOC101749436	Z_47518846_47521005	0.00000
LOC101749437	1_151879955_151885205	0.00000
LOC101749438	18_random_118178_125755	0.00000
LOC101749439	1_175701104_175702690	0.00000
LOC101749440	1_180294222_180295873	0.00000
LOC101749441	2_1436_2642	0.63125
LOC101749442	Un_3635454_3637142	0.38194
LOC101749443	2_5146236_5149102	0.00000
LOC101749444	Un_4843427_4845009	1.55140
LOC101749445	Un_3977066_3979019	1.33422
LOC101749446	2_51205297_51209265	0.00000
LOC101749447	2_67704754_67707666	0.23466
LOC101749448	2_100465613_100472002	3.81966
LOC101749449	2_111097261_111100719	0.00000
LOC101749450	2_118971980_118998709	0.00000
LOC101749451	3_66967866_66970848	0.21520
LOC101749452	4_42639437_42653837	0.17147
LOC101749453	5_6525226_6529494	0.13243
LOC101749454	9_20856972_20873684	0.00000
LOC101749455	14_2140065_2152020	0.00000
LOC101749456	1_116753603_116765312	0.00000
LOC101749457	17_8514424_8515896	0.00000
LOC101749458	19_3841921_3854733	0.00000
LOC101749460	Z_20762523_20823891	0.00000
LOC101749461	28_22785_94784	0.69603
LOC101749462	1_67126701_67174534	0.00000
LOC101749463	Z_44722548_44742397	0.00000
LOC101749464	Z_67897470_67908302	0.00580
LOC101749465	Un_16506280_16507568	0.00000
LOC101749466	Un_12242633_12243135	0.00000
LOC101749467	2_39361522_39363456	0.00000
LOC101749468	2_47584881_47595274	0.00000
LOC101749469	3_80917374_80921143	0.00000
LOC101749470	4_34798513_34805433	0.00000
LOC101749471	5_1614514_1615787	2.28717
LOC101749472	5_28058462_28075867	0.00000
LOC101749473	6_403430_406721	0.00000
LOC101749474	6_8658000_8660777	0.00000
LOC101749475	2_55890825_55891391	0.00000
LOC101749476	3_95881686_95882987	0.00000
LOC101749477	9_3301996_3417212	0.04852
LOC101749478	24_6003559_6007565	1.38479
LOC101749479	Z_16348955_16355520	0.00000
LOC101749481	1_75585812_75587086	0.34909
LOC101749482	1_97796618_97843094	0.00000
LOC101749483	1_103485471_103488801	0.00000
LOC101749484	1_143526968_143530887	0.00000
LOC101749485	1_151924615_151925392	0.00000
LOC101749486	6_random_65985_66856	0.69680
LOC101749487	LGE22C19W28_E50C23_random_569016_583176	0.00000
LOC101749488	2_5167515_5170567	0.00000
LOC101749489	2_51253788_51260242	0.00000
LOC101749490	2_100487774_100493148	0.42694
LOC101749491	2_111203606_111205577	0.00000
LOC101749492	4_390090_405924	0.00000
LOC101749493	5_37464030_37468578	15.04210
LOC101749494	6_11640188_11646708	0.00000
LOC101749495	6_29771857_29776332	0.39200
LOC101749496	7_15292398_15296910	1.86158
LOC101749497	9_21105763_21107651	0.00000
LOC101749498	10_1581066_1583339	0.49979
LOC101749499	10_3658086_3667112	0.76418
LOC101749500	10_15388505_15407274	0.00000
LOC101749502	13_9909389_9913717	5.53984
LOC101749503	1_109852608_109868016	0.00000
LOC101749504	1_116730881_116735355	0.00000
LOC101749505	5_50878407_50895426	0.00000
LOC101749506	1_30913390_30926756	0.03745
LOC101749507	1_124398248_124412376	0.93113
LOC101749508	18_random_134166_143288	0.00000
LOC101749509	1_169785222_169787321	0.00000
LOC101749510	Un_4857227_4858281	9.85388
LOC101749511	Un_29936278_29938347	0.00000
LOC101749512	Un_16426894_16428925	0.00000
LOC101749513	2_63366599_63369801	0.00000
LOC101749514	4_51741224_51758591	0.08950
LOC101749515	5_16476282_16483542	0.27921
LOC101749517	17_4657891_4662579	1.60861
LOC101749518	3_38460115_38467078	0.00000
LOC101749519	3_108458660_108462197	0.00000
LOC101749521	24_6077389_6079598	0.00000
LOC101749522	Z_16355600_16358559	0.00000
LOC101749523	28_778484_780151	0.00000
LOC101749524	1_71169896_71214698	0.00000
LOC101749525	Z_64005305_64009361	0.00000
LOC101749526	1_97857839_97866281	0.00000
LOC101749528	1_143760906_143767073	0.00000
LOC101749529	7_random_29078_29610	0.00000
LOC101749530	1_187679369_187691247	0.00000
LOC101749531	Un_16503695_16505527	0.00000
LOC101749532	Un_22662646_22664045	0.00000
LOC101749533	2_51482399_51491456	0.00000
LOC101749534	2_58239362_58241286	0.00000
LOC101749536	3_8939402_8951024	0.10622
LOC101749537	5_33857491_33867266	0.00000
LOC101749538	7_5884382_5890600	25.10300
LOC101749539	12_290457_369254	0.00000
LOC101749540	13_14414666_14419029	18.31490
LOC101749541	1_109955256_109957684	3.85053
LOC101749542	15_6166875_6175096	0.30277
LOC101749543	18_56185_60294	0.00000
LOC101749544	5_50986793_50988475	0.00000
LOC101749545	23_3716329_3717469	0.00000
LOC101749546	1_20217012_20222591	0.17139
LOC101749547	1_30954213_30968780	0.00000
LOC101749549	LGE64_773775_774833	0.00000
LOC101749550	2_random_495305_502231	2.07555
LOC101749551	Un_13572079_13573007	7.47574
LOC101749552	2_13052497_13059928	0.00000
LOC101749553	Un_25823121_25824655	0.00000
LOC101749554	Un_19320662_19321654	0.00000
LOC101749555	4_19888807_19890738	0.00000
LOC101749556	4_51835774_51850773	0.00000
LOC101749557	5_16539229_16543337	0.00000
LOC101749559	11_11030388_11381642	0.00000
LOC101749560	2_89344005_89367575	0.00000
LOC101749561	3_38369102_38375584	0.00000
LOC101749562	4_83637179_83643099	0.00000
LOC101749563	20_9612846_9627766	0.02378
LOC101749565	1_6533404_6549299	0.00000
LOC101749566	28_460513_464865	0.00000
LOC101749567	1_97916662_97920029	0.25650
LOC101749568	Z_70503888_70514875	0.00000
LOC101749569	Un_18175509_18176818	1.50065
LOC101749570	1_187844759_187849315	0.36294
LOC101749571	Un_30852871_30853823	0.00000
LOC101749572	Un_2391648_2392586	0.00000
LOC101749573	Un_18019727_18021296	0.31448
LOC101749574	2_51517577_51522312	0.00000
LOC101749575	2_58258127_58374654	0.00000
LOC101749576	Un_19467495_19468944	1.69333
LOC101749577	Un_20875080_20875879	0.00000
LOC101749578	2_140865824_140869019	0.00000
LOC101749579,RTN4	3_2461673_2490317	67.29400
LOC101749580	6_8668524_8676155	1.03938
LOC101749581	7_20178614_20243928	0.00000
LOC101749582	12_376031_379982	0.08986
LOC101749583	14_12650422_12656267	0.00000
LOC101749584	18_1840152_1845440	0.00000
LOC101749585	5_50993905_51027777	0.00000
LOC101749586	1_31085452_31091297	0.21936
LOC101749587	25_random_49591_50298	0.00000
LOC101749588	Un_3620934_3622094	2.06389
LOC101749589	2_13502149_13520879	0.10122
LOC101749590	Un_3983116_3985689	2.25096
LOC101749591	Un_8336477_8337503	13.70570
LOC101749592	Un_830278_831602	23.01080
LOC101749593	4_11359554_11371274	0.00000
LOC101749594	4_20028979_20049973	0.00000
LOC101749595	4_51896522_51908406	0.00000
LOC101749596	6_1025233_1037295	0.00000
LOC101749597	6_29836714_29852104	0.06870
LOC101749598	6_33967160_33968811	0.00000
LOC101749600	7_18093614_18100774	0.50049
LOC101749601	11_1457772_1460832	0.00000
LOC101749602	11_7379494_7382838	0.00000
LOC101749603	11_11849995_11855547	0.00000
LOC101749605	15_11445215_11450490	0.15696
LOC101749606	17_969047_970665	0.23256
LOC101749607	20_4091189_4101879	0.65902
LOC101749608	4_83682790_83691313	0.00000
LOC101749610	25_2103565_2113865	24.91280
LOC101749611	1_6554730_6559249	0.00000
LOC101749612	27_784002_784647	0.00000
LOC101749613	Z_54232970_54239543	0.00000
LOC101749614	LGE64_779603_780468	0.00000
LOC101749615	Un_16452200_16456832	2.69788
LOC101749616	Un_7328265_7329647	0.19954
LOC101749617	Un_6480024_6480501	0.00000
LOC101749618	Un_30253124_30254523	0.22358
LOC101749619	Un_2320622_2321580	0.74146
LOC101749620	2_51633283_51639068	0.00000
LOC101749621	2_58387950_58400877	0.00000
LOC101749622	2_67729904_67741407	0.00000
LOC101749623	4_14324616_14335570	0.00000
LOC101749624	4_31866378_31871572	0.00000
LOC101749625	5_46237053_46290559	0.00000
